,Car Name,Car Model,Model Year,Price,Registration Year,Fuel Type,Kms Driven(kms),Engine Displacement(cc),Transmission,Year of Manufacture,Mileage(kmpl),Steering Type,Top Speed(kmph)
40,Renault,Renault Duster,2020.0,1100000.0,2020.0,Diesel,40000.0,1461.0,Automatic,2020.0,19.87,Power,168.0
41,Hyundai,Hyundai i20,2016.0,594000.0,2016.0,Petrol,89667.0,1197.0,Manual,2016.0,18.6,Power,170.0
42,Hyundai,Hyundai i20,2017.0,710000.0,2017.0,Diesel,120000.0,1396.0,Manual,2017.0,22.54,Power,180.0
43,Maruti,Maruti Baleno,2017.0,692000.0,2017.0,Petrol,56997.0,1197.0,Manual,2017.0,21.4,Power,180.0
44,Hyundai,Hyundai Elantra,2013.0,650000.0,2013.0,Petrol,120000.0,1797.0,Manual,2013.0,16.3,Power,191.0
45,Audi,Audi A6,2015.0,2089999.9999999998,2016.0,Diesel,59000.0,1968.0,Automatic,2015.0,18.53,Power,232.0
46,Maruti,Maruti Alto 800,2021.0,411000.00000000006,2021.0,Petrol,18835.0,796.0,Manual,2021.0,22.05,Power,140.0
47,Mahindra,Mahindra Scorpio,2010.0,650000.0,2010.0,Diesel,120000.0,2179.0,Manual,2010.0,12.05,Power,152.0
48,Mini,Mini 3 DOOR,2016.0,3675000.0,2016.0,Petrol,40000.0,1998.0,Automatic,2016.0,17.33,electric,233.0
49,Tata,Tata Tiago,2019.0,610000.0,2019.0,Petrol,60932.0,1199.0,Manual,2019.0,23.84,Power,150.0
50,Kia,Kia Seltos,2020.0,1675000.0,2020.0,Petrol,33539.0,1353.0,Automatic,2020.0,16.5,Electric,165.0
51,Tata,Tata Tiago,2018.0,530000.0,2018.0,Petrol,66837.0,1199.0,Manual,2018.0,23.84,Power,150.0
52,Mercedes-Benz,Mercedes-Benz E-Class,2022.0,7990000.000000001,2022.0,Diesel,400.0,2925.0,Automatic,2022.0,17.9,Electric,250.0
53,Maruti,Maruti Alto,2008.0,250000.0,2008.0,Petrol,60000.0,796.0,Manual,2008.0,19.7,Power,137.0
54,Hyundai,Hyundai i20,2019.0,715000.0,2019.0,Petrol,44285.0,1197.0,Manual,2019.0,18.6,Power,170.0
55,Mercedes-Benz,Mercedes-Benz GL-Class,2014.0,3500000.0,2014.0,Diesel,100000.0,2987.0,Automatic,2014.0,11.3,Power,220.0
56,Tata,Tata New Safari,2021.0,2250000.0,2021.0,Diesel,25000.0,1956.0,Automatic,2021.0,14.08,Power,165.0
57,Hyundai,Hyundai Grand i10,2018.0,625000.0,2019.0,Petrol,36735.0,1197.0,Manual,2018.0,18.9,Power,165.0
58,Audi,Audi Q7,2015.0,2695000.0,2015.0,Diesel,79000.0,2967.0,Automatic,2015.0,12.07,Power,215.0
59,Mahindra,Mahindra Scorpio,2010.0,650000.0,2010.0,Diesel,120000.0,2179.0,Manual,2010.0,12.05,Power,152.0
60,Renault,Renault KWID,2022.0,550000.0,2022.0,Petrol,10000.0,999.0,Automatic,2022.0,22.0,Electric,155.8
61,Tata,Tata Nexon,2018.0,825000.0,2018.0,Diesel,53645.0,1497.0,Manual,2018.0,21.5,Power,154.19
62,Hyundai,Hyundai Getz,2006.0,220000.00000000003,2006.0,Petrol,100000.0,1341.0,Manual,2006.0,15.3,Power,166.0
63,Maruti,Maruti Celerio,2014.0,428000.0,2014.0,Petrol,53982.0,998.0,Automatic,2014.0,26.68,Electric,150.0
64,Skoda,Skoda Rapid,2014.0,695000.0,2014.0,Diesel,110000.0,1498.0,Manual,2014.0,21.14,Power,183.0
65,Ford,Ford Ecosport,2019.0,930000.0000000001,2019.0,Petrol,37741.0,1496.0,Manual,2019.0,15.9,Electric,182.0
66,Maruti,Maruti Alto 800,2021.0,455000.0,2021.0,Petrol,17367.0,796.0,Manual,2021.0,22.05,Power,140.0
67,Hyundai,Hyundai Creta,2017.0,1195000.0,2017.0,Diesel,94000.0,1582.0,Manual,2017.0,19.67,Power,190.0
68,Tata,Tata Harrier,2021.0,2175000.0,2021.0,Diesel,33700.0,1956.0,Automatic,2021.0,14.6,Power,121.92
69,Maruti,Maruti Swift,2014.0,442000.0,2014.0,Petrol,54601.0,1197.0,Manual,2014.0,22.38,Electric,160.0
70,Maruti,Maruti Swift,2018.0,690000.0,2018.0,Diesel,110000.0,1248.0,Manual,2018.0,28.4,Power,158.0
71,Maruti,Maruti Celerio,2017.0,500000.0,2017.0,Petrol,64000.0,998.0,Manual,2017.0,23.1,Power,150.0
72,BMW,BMW 3 Series GT,2016.0,3395000.0000000005,2016.0,Diesel,40525.0,1995.0,Automatic,2016.0,21.76,Power,226.0
73,Maruti,Maruti Ciaz,2015.0,650000.0,2015.0,Diesel,100000.0,1248.0,Manual,2015.0,26.21,Power,160.0
74,Honda,Honda Jazz,2016.0,537000.0,2016.0,Petrol,44154.0,1199.0,Automatic,2016.0,19.0,Power,172.0
75,Renault,Renault Lodgy,2016.0,750000.0,2016.0,Diesel,70000.0,1461.0,Manual,2016.0,19.98,Power,170.0
76,Skoda,Skoda Octavia,2018.0,1789999.9999999998,2018.0,Petrol,79000.0,1798.0,Automatic,2018.0,15.1,Power,220.0
77,Tata,Tata Tiago,2017.0,468000.0,2018.0,Petrol,68039.0,1199.0,Manual,2017.0,23.84,Power,150.0
78,Maruti,Maruti Ritz,2014.0,420000.0,2014.0,Petrol,60000.0,1197.0,Manual,2014.0,18.5,Power,156.0
79,Maruti,Maruti Ritz,2014.0,420000.0,2014.0,Petrol,60000.0,1197.0,Manual,2014.0,18.5,Power,156.0
80,Hyundai,Hyundai i20,2021.0,919999.9999999999,2021.0,Petrol,10000.0,998.0,Manual,2021.0,20.0,Electric,165.0
82,Volkswagen,Volkswagen Polo,2013.0,850000.0,2013.0,Petrol,90000.0,1197.0,Automatic,2013.0,17.2,Power,177.22
83,Skoda,Skoda Rapid,2017.0,751000.0,2017.0,Diesel,48960.0,1498.0,Manual,2017.0,21.13,Power,185.0
84,Hyundai,Hyundai Grand i10,2014.0,388000.0,2014.0,Diesel,70000.0,1120.0,Manual,2014.0,24.0,Power,157.0
85,Hyundai,Hyundai i20,2013.0,490000.00000000006,2013.0,Petrol,68000.0,1197.0,Manual,2013.0,18.5,Power,170.0
86,Mahindra,Mahindra KUV 100,2016.0,494000.00000000006,2016.0,Diesel,23017.0,1198.0,Manual,2016.0,25.32,Power,160.0
87,Hyundai,Hyundai i20,2013.0,525000.0,2014.0,Diesel,83000.0,1396.0,Manual,2013.0,21.27,Power,180.0
88,BMW,BMW X3,2016.0,2890000.0,2016.0,Diesel,92000.0,1995.0,Automatic,2016.0,16.55,Electric,210.0
89,Maruti,Maruti Wagon R,2018.0,550000.0,2018.0,Petrol,62139.0,998.0,Manual,2018.0,20.51,Power,152.0
90,Hyundai,Hyundai i10,2013.0,365000.0,2013.0,LPG,74000.0,1086.0,Manual,2013.0,19.2,Power,165.0
91,Renault,Renault KWID,2016.0,420000.0,2016.0,Petrol,26500.0,999.0,Automatic,2016.0,24.04,Power,159.4
92,Volvo,Volvo S60,2017.0,1895000.0,2017.0,Diesel,81716.0,1969.0,Automatic,2017.0,27.03,Power,215.0
93,Mercedes-Benz,Mercedes-Benz E-Class,2018.0,5990000.0,2018.0,Diesel,24000.0,2987.0,Automatic,2018.0,17.0,Electric,250.0
94,Mahindra,Mahindra XUV300,2022.0,1050000.0,2022.0,Petrol,10000.0,1197.0,Automatic,2022.0,17.0,Power,175.0
95,MG,MG Hector Plus,2021.0,2075000.0,2021.0,Petrol,18000.0,1451.0,Automatic,2021.0,16.56,Power,165.0
96,Honda,Honda Brio,2013.0,394000.0,2013.0,Petrol,38197.0,1198.0,Manual,2013.0,19.4,Power,164.0
97,Maruti,Maruti Baleno,2017.0,725000.0,2017.0,Petrol,23000.0,1197.0,Automatic,2017.0,19.56,Electric,180.0
98,Maruti,Maruti Alto K10,2013.0,240000.0,2013.0,Petrol,50000.0,998.0,Manual,2013.0,20.92,Power,145.0
99,Renault,Renault Kiger,2022.0,835000.0,2022.0,Petrol,10000.0,999.0,Automatic,2022.0,19.03,Electric,165.0
100,Hyundai,Hyundai Grand i10,2019.0,695000.0,2019.0,Petrol,19000.0,1197.0,Manual,2019.0,18.9,Power,165.0
101,Kia,Kia Seltos,2020.0,1725000.0,2020.0,Petrol,14000.0,1353.0,Automatic,2020.0,16.5,Electric,165.0
102,Hyundai,Hyundai EON,2014.0,330000.0,2014.0,Petrol,29268.0,814.0,Manual,2014.0,21.1,Power,135.0
103,Volkswagen,Volkswagen Vento,2019.0,990000.0,2019.0,Petrol,20000.0,1197.0,Automatic,2019.0,18.19,Power,185.0
104,Toyota,Toyota Yaris,2018.0,750000.0,2018.0,Petrol,30000.0,1496.0,Manual,2018.0,17.1,Power,180.0
105,Honda,Honda Jazz,2018.0,755000.0,2018.0,Petrol,64374.0,1199.0,Automatic,2018.0,19.0,Power,172.0
106,MG,MG Hector,2021.0,1750000.0,2021.0,Diesel,30000.0,1956.0,Manual,2021.0,17.41,Power,165.0
107,Hyundai,Hyundai Alcazar,2022.0,2082999.9999999998,2022.0,Petrol,7100.0,1999.0,Automatic,2022.0,14.2,Power,165.0
108,Hyundai,Hyundai i10,2010.0,271000.0,2010.0,Petrol,43679.0,1086.0,Manual,2010.0,19.81,Power,165.0
109,Hyundai,Hyundai Creta,2018.0,1280000.0,2018.0,Petrol,40000.0,1591.0,Automatic,2018.0,14.8,Power,165.0
110,Hyundai,Hyundai i20,2012.0,436000.00000000006,2012.0,Diesel,40562.0,1396.0,Manual,2012.0,22.54,Power,180.0
111,Hyundai,Hyundai Creta,2021.0,1675000.0,2021.0,Petrol,26500.0,1397.0,Automatic,2021.0,18.9,Power,165.0
112,Hyundai,Hyundai Venue,2019.0,1250000.0,2019.0,Petrol,20000.0,998.0,Automatic,2019.0,18.15,Power,165.0
113,Mahindra,Mahindra XUV500,2016.0,1350000.0,2016.0,Diesel,58600.0,2179.0,Automatic,2016.0,16.0,Power,185.0
114,Hyundai,Hyundai Venue,2019.0,1250000.0,2019.0,Petrol,20000.0,998.0,Automatic,2019.0,18.15,Power,165.0
115,Volkswagen,Volkswagen T-Roc,2020.0,2225000.0,2020.0,Petrol,42050.0,1498.0,Automatic,2020.0,18.4,Power,165.0
116,Maruti,Maruti Celerio,2015.0,475000.0,2016.0,Petrol,65017.0,998.0,Automatic,2015.0,23.1,Power,150.0
117,BMW,BMW 3 Series,2008.0,600000.0,2008.0,Diesel,80000.0,1995.0,Automatic,2008.0,13.2,Power,216.0
118,Jeep,Jeep Compass,2021.0,2450000.0,2021.0,Petrol,30000.0,1368.0,Automatic,2021.0,14.1,Power,186.69
119,Kia,Kia Seltos,2020.0,1625000.0,2020.0,Petrol,20000.0,1353.0,Automatic,2020.0,16.5,Electric,165.0
120,Skoda,Skoda Superb,2014.0,1650000.0,2014.0,Diesel,36349.0,1968.0,Automatic,2014.0,17.2,Power,220.0
121,Hyundai,Hyundai i10,2009.0,249000.00000000003,2009.0,Petrol,80000.0,1197.0,Manual,2009.0,20.36,Power,170.0
122,Renault,Renault Duster,2014.0,630000.0,2014.0,Petrol,83394.0,1598.0,Manual,2014.0,13.24,Power,160.0
123,Audi,Audi Q5,2016.0,2599000.0,2016.0,Diesel,30000.0,1968.0,Automatic,2016.0,14.16,Power,200.0
124,Hyundai,Hyundai i10,2009.0,249000.00000000003,2009.0,Petrol,80000.0,1197.0,Manual,2009.0,20.36,Power,170.0
125,Maruti,Maruti Alto K10,2017.0,385000.0,2017.0,Petrol,52204.0,998.0,Manual,2017.0,24.39,Power,145.0
126,Hyundai,Hyundai i20,2012.0,300000.0,2012.0,Petrol,110000.0,1197.0,Manual,2012.0,17.0,Power,170.0
127,Ford,Ford Endeavour,2017.0,2975000.0,2017.0,Diesel,89000.0,3198.0,Automatic,2017.0,10.91,Power,160.2
128,Maruti,Maruti Alto 800,2014.0,276000.0,2014.0,Petrol,29813.0,796.0,Manual,2014.0,22.05,Power,140.0
129,Ford,Ford Figo,2018.0,500000.0,2018.0,Petrol,30000.0,1196.0,Manual,2018.0,18.16,EPAS,157.0
130,Maruti,Maruti Ignis,2020.0,730000.0,2020.0,Petrol,13345.0,1197.0,Automatic,2020.0,20.89,Electrical,165.0
131,Hyundai,Hyundai Alcazar,2022.0,2245000.0,2022.0,Diesel,17100.0,1498.0,Automatic,2022.0,18.1,Power,165.0
132,Hyundai,Hyundai Grand i10,2014.0,399000.0,2014.0,Petrol,75000.0,1197.0,Manual,2014.0,18.9,Power,165.0
133,Hyundai,Hyundai i10,2011.0,312000.0,2011.0,Petrol,75523.0,1197.0,Manual,2011.0,20.36,Power,165.0
134,Mahindra,Mahindra XUV500,2015.0,1275000.0,2015.0,Diesel,47000.0,2179.0,Manual,2015.0,16.0,Power,185.0
135,Tata,Tata Harrier,2022.0,1989999.9999999998,2022.0,Diesel,36500.0,1956.0,Manual,2022.0,16.35,Power,121.92
136,Renault,Renault Triber,2020.0,719000.0,2020.0,Petrol,28253.0,999.0,Manual,2020.0,20.0,Electric,135.0
137,Hyundai,Hyundai Creta,2016.0,1260000.0,2016.0,Diesel,50000.0,1582.0,Manual,2016.0,19.67,Power,190.0
138,Hyundai,Hyundai i10,2010.0,300000.0,2010.0,Petrol,90000.0,1197.0,Manual,2010.0,20.36,Power,165.0
139,BMW,BMW X5,2016.0,3981000.0,2016.0,Diesel,70000.0,2993.0,Automatic,2016.0,15.97,Power,230.0
140,Hyundai,Hyundai i20,2016.0,627000.0,2016.0,Petrol,52571.0,1197.0,Manual,2016.0,18.6,Power,170.0
141,BMW,BMW 3 Series,2010.0,1300000.0,2010.0,Diesel,70000.0,1995.0,Automatic,2010.0,16.07,Power,216.0
142,Honda,Honda City,2015.0,672000.0,2015.0,Petrol,61993.0,1497.0,Manual,2015.0,17.4,Power,195.0
143,Hyundai,Hyundai Tucson,2017.0,1825000.0,2017.0,Diesel,57000.0,1995.0,Automatic,2017.0,16.38,Power,195.68
144,Toyota,Toyota Fortuner,2021.0,3500000.0,2021.0,Diesel,80000.0,2755.0,Manual,2021.0,14.24,Power,157.3
145,Hyundai,Hyundai i20,2013.0,440000.00000000006,2013.0,Petrol,36359.0,1197.0,Manual,2013.0,18.5,Power,170.0
146,Tata,Tata Harrier,2019.0,1460000.0,2019.0,Diesel,70000.0,1956.0,Manual,2019.0,17.0,Power,121.92
147,MG,MG Hector,2022.0,2041000.0,2022.0,Petrol,7500.0,1451.0,Automatic,2022.0,16.56,Power,165.0
148,Hyundai,Hyundai Verna,2017.0,1033000.0,2017.0,Petrol,30301.0,1591.0,Automatic,2017.0,17.0,Power,158.83
149,Hyundai,Hyundai i10,2010.0,275000.0,2010.0,Petrol,66000.0,1197.0,Manual,2010.0,20.36,Power,170.0
150,Hyundai,Hyundai i20,2017.0,676000.0,2017.0,Petrol,56010.0,1197.0,Manual,2017.0,18.6,Power,170.0
151,Mercedes-Benz,Mercedes-Benz GLC,2017.0,4290000.0,2017.0,Diesel,47000.0,2143.0,Automatic,2017.0,17.9,Power,210.0
152,Nissan,Nissan Terrano,2014.0,650000.0,2014.0,Diesel,60000.0,1461.0,Manual,2014.0,19.01,Power,168.0
153,Maruti,Maruti Swift,2014.0,444000.00000000006,2014.0,Diesel,83829.0,1248.0,Manual,2014.0,25.2,Power,155.0
154,Renault,Renault KWID,2020.0,509999.99999999994,2020.0,Petrol,10000.0,999.0,Automatic,2020.0,22.0,Electric,155.8
155,Renault,Renault Duster,2016.0,925000.0,2016.0,Diesel,35000.0,1461.0,Automatic,2016.0,19.6,Power,168.0
156,Honda,Honda City,2019.0,1024000.0,2020.0,Petrol,51116.0,1497.0,Automatic,2019.0,18.0,Power,195.0
157,Skoda,Skoda Rapid,2016.0,500000.0,2016.0,Diesel,80000.0,1498.0,Manual,2016.0,21.14,Power,183.0
158,Volkswagen,Volkswagen Polo,2017.0,994999.9999999999,2017.0,Petrol,40000.0,1197.0,Automatic,2017.0,17.21,Power,177.22
159,Honda,Honda CR-V,2012.0,935000.0,2012.0,Petrol,85565.0,2354.0,Automatic,2012.0,11.1,Power,190.0
160,Ford,Ford Ecosport,2018.0,834000.0,2018.0,Petrol,36916.0,1497.0,Manual,2018.0,17.0,Power,182.0
161,Volkswagen,Volkswagen Polo,2015.0,560000.0,2015.0,Diesel,90000.0,1498.0,Manual,2015.0,20.14,Power,163.0
162,Maruti,Maruti Swift,2012.0,454000.0,2012.0,Petrol,112795.0,1197.0,Manual,2012.0,22.38,Electric,160.0
163,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021.0,3690000.0,2021.0,Petrol,11000.0,1332.0,Automatic,2021.0,17.9,Electric,230.0
164,Toyota,Toyota Innova,2014.0,1100000.0,2014.0,Petrol,120000.0,1998.0,Manual,2014.0,11.4,Power,165.0
165,Honda,Honda Brio,2016.0,462000.0,2016.0,Petrol,36685.0,1198.0,Manual,2016.0,19.4,Power,164.0
166,Hyundai,Hyundai Santa Fe,2012.0,900000.0,2012.0,Diesel,120000.0,2199.0,Automatic,2012.0,11.72,Power,182.0
167,BMW,BMW 6 Series,2022.0,7900000.0,2022.0,Petrol,4000.0,1998.0,Automatic,2022.0,13.32,Power,250.0
168,Maruti,Maruti Baleno,2019.0,843000.0,2019.0,Petrol,32184.0,1197.0,Automatic,2019.0,21.4,Power,180.0
169,Maruti,Maruti Baleno RS,2018.0,799000.0,2019.0,Petrol,32279.0,998.0,Manual,2018.0,21.1,Power,186.08
170,Hyundai,Hyundai i20,2015.0,576000.0,2015.0,Petrol,59698.0,1197.0,Manual,2015.0,18.6,Power,170.0
171,Renault,Renault Captur,2018.0,949000.0,2018.0,Diesel,46071.0,1461.0,Manual,2018.0,20.37,Power,165.0
172,Maruti,Maruti Vitara Brezza,2017.0,795000.0,2017.0,Diesel,90000.0,1248.0,Manual,2017.0,24.3,Power,172.0
173,Hyundai,Hyundai Venue,2019.0,1085000.0,2019.0,Petrol,9554.0,998.0,Manual,2019.0,18.27,Power,165.0
174,Jeep,Jeep Compass,2022.0,2590000.0,2022.0,Petrol,14000.0,1368.0,Automatic,2022.0,14.1,Power,186.69
175,Renault,Renault Duster,2013.0,516000.0,2013.0,Diesel,74499.0,1461.0,Manual,2013.0,20.45,Power,156.0
176,Ford,Ford Ecosport,2017.0,777000.0,2017.0,Petrol,56211.0,1497.0,Automatic,2017.0,14.8,Power,171.43
177,Honda,Honda Jazz,2019.0,753000.0,2019.0,Petrol,9001.0,1199.0,Manual,2019.0,18.2,Power,172.0
178,Mahindra,Mahindra XUV500,2017.0,1226000.0,2017.0,Diesel,65457.0,1997.0,Automatic,2017.0,16.0,Power,185.0
179,Honda,Honda Jazz,2017.0,725000.0,2017.0,Petrol,23682.0,1199.0,Manual,2017.0,18.7,Power,172.0
180,Hyundai,Hyundai Verna,2020.0,1150000.0,2020.0,Diesel,50000.0,1582.0,Manual,2020.0,22.0,Power,190.0
181,Maruti,Maruti Swift,2015.0,629000.0,2015.0,Diesel,134557.0,1248.0,Manual,2015.0,25.2,Power,155.0
182,Maruti,Maruti Swift Dzire,2013.0,447000.0,2013.0,Petrol,96567.0,1197.0,Manual,2013.0,22.41,Electric,158.0
183,Maruti,Maruti Celerio,2015.0,400000.0,2015.0,Petrol,120000.0,998.0,Manual,2015.0,23.1,Power,150.0
184,Maruti,Maruti Ertiga,2014.0,786000.0,2015.0,Diesel,83007.0,1248.0,Manual,2014.0,20.77,Power,160.0
185,Honda,Honda Jazz,2018.0,745000.0,2018.0,Petrol,34000.0,1199.0,Manual,2018.0,18.7,Power,172.0
186,Hyundai,Hyundai Grand i10,2014.0,490000.00000000006,2014.0,Petrol,81634.0,1197.0,Automatic,2014.0,18.9,Power,163.0
187,Honda,Honda City,2017.0,942000.0,2017.0,Petrol,57284.0,1497.0,Automatic,2017.0,18.0,Power,178.55
188,Ford,Ford Ecosport,2016.0,675000.0,2016.0,Petrol,70000.0,1499.0,Automatic,2016.0,15.63,Power,182.0
189,Honda,Honda Brio,2013.0,330000.0,2013.0,Petrol,70000.0,1198.0,Manual,2013.0,19.4,Power,164.0
190,Toyota,Toyota Yaris,2018.0,875000.0,2018.0,Petrol,46429.0,1496.0,Automatic,2018.0,17.8,Power,180.0
191,Maruti,Maruti Baleno,2017.0,869000.0,2018.0,Petrol,17624.0,1197.0,Manual,2017.0,21.4,Power,180.0
192,Volkswagen,Volkswagen Vento,2012.0,425000.0,2012.0,Diesel,100000.0,1598.0,Manual,2012.0,20.54,Power,186.0
193,Honda,Honda City,2019.0,1070000.0,2019.0,Petrol,30000.0,1497.0,Manual,2019.0,17.4,Power,189.0
194,Ford,Ford Ecosport,2018.0,1025000.0,2018.0,Petrol,49690.0,1496.0,Manual,2018.0,15.9,Electric,182.0
195,Mahindra,Mahindra XUV500,2016.0,1000000.0,2016.0,Diesel,110000.0,2179.0,Manual,2016.0,16.0,Power,185.0
196,Fiat,Fiat Linea,2009.0,375000.0,2009.0,Petrol,50000.0,1368.0,Manual,2009.0,16.0,Power,165.0
197,Fiat,Fiat Linea,2009.0,375000.0,2009.0,Petrol,50000.0,1368.0,Manual,2009.0,16.0,Power,165.0
198,Ford,Ford Ecosport,2018.0,844000.0,2018.0,Petrol,55702.0,1497.0,Automatic,2018.0,14.8,Power,171.43
199,Hyundai,Hyundai i20 Active,2016.0,764000.0,2016.0,Diesel,45046.0,1396.0,Manual,2016.0,21.19,Power,165.0
200,Maruti,Maruti Ritz,2014.0,420000.0,2014.0,Petrol,53000.0,1197.0,Manual,2014.0,18.5,Power,156.0
201,Maruti,Maruti Baleno,2016.0,684000.0,2016.0,Diesel,94695.0,1248.0,Manual,2016.0,27.39,Power,170.0
202,Maruti,Maruti Baleno,2019.0,802999.9999999999,2019.0,Petrol,22162.0,1197.0,Manual,2019.0,21.4,Power,180.0
203,Hyundai,Hyundai Santro Xing,2010.0,320000.0,2010.0,Petrol,70000.0,1086.0,Manual,2010.0,17.92,Power,166.0
204,Honda,Honda City,2017.0,803999.9999999999,2018.0,Diesel,115331.0,1498.0,Manual,2017.0,26.0,Power,175.0
205,Mercedes-Benz,Mercedes-Benz E-Class,2013.0,1400000.0,2013.0,Diesel,70000.0,2148.0,Automatic,2013.0,10.0,Power,227.0
206,Maruti,Maruti Swift,2016.0,548000.0,2016.0,Petrol,42233.0,1197.0,Manual,2016.0,22.38,Electric,160.0
207,Hyundai,Hyundai Grand i10,2019.0,619000.0,2019.0,Petrol,20941.0,1197.0,Manual,2019.0,18.9,Power,165.0
208,Maruti,Maruti Vitara Brezza,2018.0,1000000.0,2018.0,Diesel,50000.0,1248.0,Manual,2018.0,24.3,Power,172.0
209,Honda,Honda WR-V,2018.0,865000.0,2018.0,Petrol,46602.0,1199.0,Manual,2018.0,17.5,Electric,164.26
210,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014.0,1000000.0,2014.0,Diesel,50000.0,2696.0,Automatic,2014.0,11.18,Power,194.0
211,Maruti,Maruti Swift,2014.0,535000.0,2014.0,Diesel,104000.0,1248.0,Manual,2014.0,25.2,Power,155.0
212,Ford,Ford Ecosport,2018.0,975000.0,2018.0,Diesel,90000.0,1498.0,Manual,2018.0,23.0,Power,182.0
213,Maruti,Maruti Baleno,2017.0,699000.0,2017.0,Petrol,50035.0,1197.0,Manual,2017.0,21.4,Power,180.0
214,Tata,Tata Nexon,2021.0,1150000.0,2021.0,Petrol,80000.0,1199.0,Manual,2021.0,17.57,Power,121.92
215,Hyundai,Hyundai i20,2015.0,625000.0,2015.0,Petrol,90000.0,1197.0,Manual,2015.0,18.6,Power,170.0
216,Mercedes-Benz,Mercedes-Benz E-Class,2011.0,1000000.0,2011.0,Diesel,90000.0,2143.0,Automatic,2011.0,14.21,Power,242.0
217,Toyota,Toyota Corolla Altis,2011.0,600000.0,2011.0,Diesel,120000.0,1364.0,Manual,2011.0,21.43,Power,170.0
218,Maruti,Maruti Swift Dzire,2015.0,675000.0,2015.0,Petrol,25170.0,1197.0,Manual,2015.0,22.41,Electric,158.0
219,Maruti,Maruti Ciaz,2021.0,893000.0,2021.0,Petrol,25022.0,1462.0,Manual,2021.0,20.65,Power,165.0
220,Maruti,Maruti Swift,2012.0,420000.0,2012.0,Diesel,100000.0,1248.0,Manual,2012.0,22.9,Power,158.0
221,Maruti,Maruti Ciaz,2020.0,941000.0,2020.0,Petrol,26367.0,1462.0,Manual,2020.0,20.65,Power,165.0
222,Hyundai,Hyundai Elantra,2015.0,630000.0,2015.0,Petrol,76567.0,1797.0,Automatic,2015.0,14.5,Power,191.0
223,Toyota,Toyota Innova,2013.0,1275000.0,2013.0,Diesel,120000.0,2494.0,Manual,2013.0,12.99,Power,155.0
224,Hyundai,Hyundai Grand i10,2015.0,525000.0,2015.0,Petrol,36459.0,1197.0,Automatic,2015.0,18.9,Power,163.0
225,Maruti,Maruti SX4 S Cross,2016.0,750000.0,2016.0,Diesel,93725.0,1248.0,Manual,2016.0,23.65,Power,160.0
226,Maruti,Maruti Ciaz,2016.0,632000.0,2016.0,Petrol,115599.0,1373.0,Automatic,2016.0,19.12,Power,190.0
227,Maruti,Maruti Swift Dzire,2015.0,645000.0,2016.0,Petrol,43469.0,1197.0,Manual,2015.0,22.41,Electric,158.0
228,Ford,Ford Ikon,2005.0,500000.0,2005.0,Petrol,70000.0,1299.0,Manual,2005.0,13.8,Power,157.0
229,BMW,BMW X5,2019.0,6795000.0,2019.0,Diesel,77000.0,2993.0,Automatic,2019.0,13.38,Power,222.0
230,Maruti,Maruti Vitara Brezza,2018.0,850000.0,2018.0,Diesel,100000.0,1248.0,Manual,2018.0,24.3,Power,172.0
231,Mitsubishi,Mitsubishi Cedia,2008.0,299000.0,2008.0,Petrol,72000.0,1999.0,Manual,2008.0,14.7,Power,180.0
232,Jaguar,Jaguar XF,2013.0,2095000.0,2013.0,Diesel,77000.0,2179.0,Automatic,2013.0,16.36,Power,225.0
233,Audi,Audi Q7,2013.0,2800000.0,2013.0,Diesel,87101.0,2967.0,Automatic,2013.0,12.07,Power,215.0
234,Volkswagen,Volkswagen Polo,2021.0,999000.0,2021.0,Petrol,40771.0,999.0,Manual,2021.0,18.24,Electronic,185.0
235,Honda,Honda Jazz,2018.0,825000.0,2018.0,Petrol,28000.0,1199.0,Manual,2018.0,18.7,Power,172.0
236,Maruti,Maruti Wagon R,2008.0,250000.0,2008.0,Petrol,40000.0,1061.0,Manual,2008.0,18.9,Power,152.0
237,Hyundai,Hyundai Venue,2020.0,1295000.0,2020.0,Petrol,26000.0,998.0,Automatic,2020.0,18.15,Electric,165.0
238,Maruti,Maruti Wagon R,2012.0,329000.0,2012.0,Petrol,76032.0,998.0,Manual,2012.0,18.9,Power,152.0
239,Maruti,Maruti Ciaz,2018.0,666000.0,2018.0,Petrol,113780.0,1462.0,Manual,2018.0,21.56,Power,165.0
240,Audi,Audi A3,2019.0,2290000.0,2020.0,Diesel,24000.0,1968.0,Automatic,2019.0,20.38,Power,215.0
241,Hyundai,Hyundai Venue,2020.0,1026000.0,2020.0,Diesel,65812.0,1493.0,Manual,2020.0,23.7,Electric,165.0
242,Skoda,Skoda Kushaq,2022.0,1700000.0,2022.0,Petrol,10000.0,999.0,Automatic,2022.0,17.2,Electric,141.35
243,Maruti,Maruti Baleno,2016.0,681000.0,2016.0,Petrol,39959.0,1197.0,Manual,2016.0,21.4,Power,180.0
244,Hyundai,Hyundai Alcazar,2022.0,1689999.9999999998,2022.0,Petrol,10000.0,1999.0,Automatic,2022.0,14.2,Power,165.0
245,Maruti,Maruti Alto K10,2016.0,318000.0,2017.0,Petrol,65484.0,998.0,Manual,2016.0,24.39,Power,145.0
246,Maruti,Maruti Baleno,2017.0,688000.0,2017.0,Petrol,49174.0,1197.0,Manual,2017.0,21.4,Power,180.0
