,Car Name,Car Model,Model Year,Price,Registration Year,Fuel Type,Kms Driven(kms),Engine Displacement(cc),Transmission,Year of Manufacture,Mileage(kmpl),Steering Type,Top Speed(kmph)
4415,Ford,Ford Ecosport,2020.0,950000.0,2020.0,Petrol,32209.0,1497.0,Manual,2020.0,17.0,Power,182.0
4416,Honda,Honda Jazz,2018.0,639000.0,2018.0,Petrol,75747.0,1199.0,Manual,2018.0,18.7,Power,172.0
4417,Hyundai,Hyundai i20,2018.0,712000.0,2018.0,Petrol,49241.0,1197.0,Manual,2018.0,18.6,Power,170.0
4418,Mercedes-Benz,Mercedes-Benz GLE,2018.0,3000000.0,2018.0,Diesel,100000.0,2143.0,Automatic,2018.0,17.9,Power,212.0
4419,Ford,Ford Endeavour,2016.0,2250000.0,2017.0,Diesel,119422.0,3198.0,Automatic,2016.0,10.91,Power,160.2
4420,Maruti,Maruti Swift,2021.0,670000.0,2021.0,Petrol,33488.0,1197.0,Manual,2021.0,22.38,Electric,160.0
4421,Mahindra,Mahindra Thar,2021.0,1650000.0,2021.0,Petrol,30000.0,1997.0,Manual,2021.0,15.2,Power,165.0
4422,Tata,Tata Altroz,2022.0,875000.0,2022.0,Petrol,21000.0,1199.0,Manual,2022.0,19.33,Electric,121.92
4423,Jeep,Jeep Compass,2018.0,1600000.0,2019.0,Diesel,56545.0,1956.0,Manual,2018.0,17.1,power,160.21
4424,Volkswagen,Volkswagen Polo,2017.0,675000.0,2017.0,Petrol,64000.0,999.0,Manual,2017.0,18.78,Power,165.0
4425,Volkswagen,Volkswagen Ameo,2018.0,533000.0,2018.0,Petrol,71413.0,999.0,Manual,2018.0,19.44,Power,165.0
4426,Renault,Renault KWID,2020.0,487000.0,2020.0,Petrol,31920.0,799.0,Manual,2020.0,22.3,Electric,135.0
4427,BMW,BMW X1,2019.0,3390000.0,2019.0,Diesel,46000.0,1995.0,Automatic,2019.0,20.68,Power,222.0
4428,Maruti,Maruti S-Presso,2022.0,526000.0,2023.0,Petrol,9939.0,998.0,Manual,2022.0,21.7,Power,190.0
4429,Maruti,Maruti Baleno,2022.0,926000.0,2022.0,Petrol,7156.0,1197.0,Manual,2022.0,21.01,Electric,180.0
4430,Toyota,Toyota Yaris,2018.0,850000.0,2018.0,Petrol,20608.0,1496.0,Manual,2018.0,17.1,Power,180.0
4431,Maruti,Maruti Swift Dzire,2019.0,725000.0,2019.0,Petrol,92000.0,1197.0,Manual,2019.0,22.0,Electric,158.0
4432,Maruti,Maruti Celerio,2018.0,501000.0,2018.0,Petrol,67553.0,998.0,Automatic,2018.0,23.1,Power,150.0
4433,Maruti,Maruti Swift Dzire,2017.0,577000.0,2017.0,Petrol,95286.0,1197.0,Manual,2017.0,20.85,Power,158.0
4434,Mahindra,Mahindra XUV500,2015.0,894999.9999999999,2015.0,Diesel,66000.0,2179.0,Manual,2015.0,16.0,Power,185.0
4435,Hyundai,Hyundai Grand i10,2019.0,521000.0,2019.0,Petrol,35929.0,1197.0,Manual,2019.0,18.9,Power,165.0
4436,Honda,Honda BR-V,2016.0,650000.0,2017.0,Petrol,136035.0,1497.0,Manual,2016.0,15.4,Power,165.0
4437,Maruti,Maruti Ertiga,2013.0,670000.0,2014.0,Diesel,93997.0,1248.0,Manual,2013.0,20.77,Power,160.0
4438,Skoda,Skoda Rapid,2018.0,775000.0,2018.0,Petrol,60000.0,1598.0,Manual,2018.0,15.41,Power,185.0
4439,Maruti,Maruti Vitara Brezza,2019.0,980000.0000000001,2019.0,Diesel,52220.0,1248.0,Manual,2019.0,24.3,Power,172.0
4440,Maruti,Maruti Ciaz,2019.0,830000.0000000001,2019.0,Petrol,61659.0,1462.0,Manual,2019.0,21.56,Power,165.0
4441,Maruti,Maruti Swift Dzire,2020.0,750000.0,2020.0,Petrol,65000.0,1197.0,Manual,2020.0,22.41,Electric,158.0
4442,Mahindra,Mahindra KUV 100 NXT,2018.0,450000.0,2018.0,Diesel,120000.0,1198.0,Manual,2018.0,25.32,Power,160.0
4443,Maruti,Maruti Swift,2017.0,600000.0,2017.0,Diesel,110000.0,1248.0,Manual,2017.0,25.2,Power,155.0
4444,Maruti,Maruti Alto 800,2017.0,302000.0,2017.0,Petrol,78969.0,796.0,Manual,2017.0,22.05,Power,140.0
4445,Hyundai,Hyundai Grand i10 Nios,2021.0,736000.0,2021.0,Petrol,38939.0,1197.0,Manual,2021.0,20.7,Electric,165.0
4446,Maruti,Maruti Ignis,2019.0,480000.0,2020.0,Petrol,88637.0,1197.0,Manual,2019.0,20.89,Electrical,165.0
4447,Hyundai,Hyundai i20,2021.0,967000.0,2021.0,Petrol,19070.0,998.0,Manual,2021.0,20.0,Electric,165.0
4448,Maruti,Maruti S-Presso,2020.0,432000.0,2020.0,Petrol,68556.0,998.0,Manual,2020.0,21.7,Power,190.0
4449,Ford,Ford Figo,2019.0,600000.0,2020.0,Petrol,44356.0,1194.0,Manual,2019.0,20.4,Power,157.0
4450,Maruti,Maruti Swift Dzire,2016.0,610000.0,2017.0,Petrol,73143.0,1197.0,Manual,2016.0,22.41,Electric,158.0
4451,Volvo,Volvo XC60,2012.0,1250000.0,2013.0,Diesel,146769.0,1985.0,Automatic,2012.0,14.7,Power,165.0
4452,Datsun,Datsun GO,2018.0,337000.0,2018.0,Petrol,67527.0,1198.0,Manual,2018.0,19.02,Power,145.0
4453,Hyundai,Hyundai Santro,2019.0,527000.0,2019.0,Petrol,79467.0,1086.0,Automatic,2019.0,20.3,Power,165.0
4454,BMW,BMW 5 Series,2014.0,1750000.0,2015.0,Diesel,103174.0,1995.0,Automatic,2014.0,18.12,Power,231.0
4455,Volkswagen,Volkswagen Polo,2017.0,549000.0,2017.0,Petrol,103046.0,1199.0,Manual,2017.0,16.2,Power,165.0
4456,Fiat,Fiat Punto EVO,2017.0,270000.0,2017.0,Petrol,85110.0,1172.0,Manual,2017.0,15.8,Power,155.0
4457,Tata,Tata Manza,2011.0,285000.0,2011.0,Diesel,114000.0,1248.0,Manual,2011.0,19.0,Power,163.0
4458,Renault,Renault Captur,2017.0,975000.0,2018.0,Diesel,70000.0,1461.0,Manual,2017.0,20.37,Power,165.0
4459,Hyundai,Hyundai i20,2018.0,725000.0,2018.0,Diesel,72000.0,1396.0,Manual,2018.0,22.54,Power,180.0
4460,Hyundai,Hyundai Venue,2023.0,955000.0000000001,2023.0,Petrol,20000.0,1197.0,Manual,2023.0,18.9,Power,191.0
4461,Kia,Kia Carens,2022.0,1850000.0,2022.0,Diesel,32000.0,1493.0,Automatic,2022.0,16.5,Power,165.0
4462,Hyundai,Hyundai Venue,2023.0,1010000.0,2023.0,Petrol,20000.0,1197.0,Manual,2023.0,18.9,Power,191.0
4463,Kia,Kia Seltos,2021.0,1750000.0,2021.0,Petrol,22500.0,1497.0,Automatic,2021.0,16.8,Electric,165.0
4464,Hyundai,Hyundai i20,2016.0,621000.0,2016.0,Petrol,54708.0,1197.0,Manual,2016.0,18.6,Power,170.0
4465,Maruti,Maruti Baleno,2017.0,633000.0,2017.0,Petrol,78031.0,1197.0,Manual,2017.0,21.4,Power,180.0
4466,BMW,BMW 5 Series,2022.0,6900000.0,2022.0,Diesel,32000.0,1995.0,Automatic,2022.0,20.37,Power,235.0
4467,Hyundai,Hyundai Grand i10,2019.0,515000.00000000006,2019.0,Petrol,24337.0,1197.0,Manual,2019.0,18.9,Power,165.0
4468,Maruti,Maruti Baleno,2019.0,679000.0,2021.0,Petrol,82243.0,1197.0,Manual,2019.0,21.4,Power,180.0
4469,Hyundai,Hyundai Creta,2022.0,1388000.0,2022.0,Petrol,20000.0,1497.0,Manual,2022.0,18.9,Power,191.0
4470,Maruti,Maruti Ignis,2017.0,609000.0,2017.0,Petrol,104701.0,1197.0,Automatic,2017.0,20.89,Electrical,165.0
4471,Toyota,Toyota Urban cruiser,2021.0,1000000.0,2021.0,Petrol,54000.0,1462.0,Manual,2021.0,17.03,Electronic,165.0
4472,Maruti,Maruti Swift,2021.0,590000.0,2022.0,Petrol,118937.0,1197.0,Manual,2021.0,22.38,Electric,160.0
4473,Maruti,Maruti Swift,2017.0,570000.0,2017.0,Diesel,105133.0,1248.0,Manual,2017.0,25.2,Power,155.0
4474,MG,MG Hector,2023.0,2650000.0,2023.0,Petrol,10000.0,1451.0,Automatic,2023.0,12.34,Power,165.0
4475,Maruti,Maruti Swift Dzire,2018.0,679000.0,2019.0,Petrol,36290.0,1197.0,Automatic,2018.0,21.21,Power,158.0
4476,Mahindra,Mahindra Scorpio N,2023.0,1800000.0,2023.0,Petrol,10000.0,1997.0,Manual,2023.0,15.1,Electric,165.0
4477,Hyundai,Hyundai i20,2018.0,640000.0,2018.0,Petrol,29084.0,1197.0,Manual,2018.0,18.6,Power,170.0
4478,Maruti,Maruti Celerio,2020.0,475000.0,2020.0,Petrol,66911.0,998.0,Manual,2020.0,21.63,Power,150.0
4479,Honda,Honda City,2011.0,430000.0,2011.0,Petrol,110000.0,1497.0,Automatic,2011.0,16.8,Power,173.0
4480,Maruti,Maruti Grand Vitara,2022.0,1700000.0,2023.0,Petrol,7033.0,1462.0,Manual,2022.0,21.11,Power,165.0
4481,Volkswagen,Volkswagen Taigun,2021.0,1950000.0,2021.0,Petrol,40000.0,1498.0,Manual,2021.0,17.88,Electric,150.49
4482,Mahindra,Mahindra XUV500,2014.0,700000.0,2014.0,Diesel,80000.0,2179.0,Manual,2014.0,15.1,Power,175.0
4483,Hyundai,Hyundai Grand i10,2018.0,675000.0,2018.0,Petrol,22000.0,1197.0,Automatic,2018.0,18.9,Power,165.0
4484,Datsun,Datsun GO,2018.0,430000.0,2019.0,Petrol,70200.0,1198.0,Manual,2018.0,19.02,Power,145.0
4485,Renault,Renault KWID,2019.0,420000.0,2019.0,Petrol,60004.0,999.0,Manual,2019.0,23.01,Power,155.8
4486,Maruti,Maruti Wagon R,2020.0,580000.0,2020.0,Petrol,60000.0,1197.0,Manual,2020.0,20.52,Power,152.0
4487,Hyundai,Hyundai i10,2013.0,334000.0,2013.0,Petrol,57078.0,1086.0,Manual,2013.0,19.81,Power,165.0
4488,Maruti,Maruti Ritz,2014.0,401999.99999999994,2014.0,Petrol,63789.0,1197.0,Manual,2014.0,18.5,Power,156.0
4489,Chevrolet,Chevrolet Beat,2016.0,240000.0,2016.0,Diesel,120000.0,936.0,Manual,2016.0,25.44,Power,165.0
4490,Maruti,Maruti Ciaz,2018.0,734000.0,2018.0,Diesel,118207.0,1248.0,Automatic,2018.0,28.09,Power,190.0
4492,Maruti,Maruti Baleno,2016.0,570000.0,2016.0,Petrol,105224.0,1197.0,Manual,2016.0,21.4,Power,180.0
4493,Hyundai,Hyundai Santro,2021.0,551000.0,2021.0,Petrol,20837.0,1086.0,Manual,2021.0,20.3,Electric,165.0
4494,Hyundai,Hyundai i20,2010.0,280000.0,2010.0,Petrol,100000.0,1197.0,Manual,2010.0,18.5,Power,170.0
4495,Datsun,Datsun RediGO,2021.0,463000.0,2021.0,Petrol,24021.0,799.0,Manual,2021.0,20.71,Power,145.0
4496,Maruti,Maruti Ciaz,2016.0,625000.0,2016.0,Petrol,61000.0,1373.0,Manual,2016.0,20.73,Power,190.0
4497,Volvo,Volvo S60,2013.0,800000.0,2013.0,Diesel,120000.0,1984.0,Automatic,2013.0,9.0,Power,215.0
4498,Ford,Ford Fiesta,2008.0,200000.0,2008.0,Petrol,64000.0,1596.0,Manual,2008.0,15.3,Power,179.0
4499,Maruti,Maruti Alto,2011.0,170000.0,2011.0,Petrol,120000.0,796.0,Manual,2011.0,19.7,Power,137.0
4500,Volkswagen,Volkswagen Taigun,2022.0,1950000.0,2022.0,Petrol,30000.0,1498.0,Manual,2022.0,17.88,Electric,150.49
4501,Maruti,Maruti Alto 800,2018.0,325000.0,2018.0,Petrol,49000.0,796.0,Manual,2018.0,22.05,Power,140.0
4502,Mahindra,Mahindra Marazzo,2018.0,750000.0,2018.0,Diesel,115000.0,1497.0,Manual,2018.0,17.3,Power,145.0
4503,Maruti,Maruti Alto 800,2016.0,275000.0,2016.0,Petrol,50000.0,796.0,Manual,2016.0,24.7,Power,140.0
4504,Datsun,Datsun RediGO,2021.0,447000.0,2021.0,Petrol,18569.0,999.0,Manual,2021.0,21.7,Power,165.0
4505,Hyundai,Hyundai Grand i10,2018.0,578000.0,2018.0,Diesel,98455.0,1186.0,Manual,2018.0,24.0,Power,151.63
4506,Skoda,Skoda Rapid,2015.0,600000.0,2016.0,Diesel,85000.0,1498.0,Automatic,2015.0,21.66,Power,186.0
4507,Volkswagen,Volkswagen Ameo,2016.0,524000.0,2016.0,Petrol,97921.0,1198.0,Manual,2016.0,17.0,Power,165.0
4508,Datsun,Datsun RediGO,2020.0,401999.99999999994,2020.0,Petrol,19205.0,999.0,Manual,2020.0,21.7,Power,165.0
4509,Maruti,Maruti Swift,2019.0,667000.0,2019.0,Diesel,122000.0,1248.0,Manual,2019.0,28.4,Power,158.0
4510,Maruti,Maruti Ignis,2018.0,552000.0,2018.0,Petrol,97644.0,1197.0,Manual,2018.0,20.89,Electrical,165.0
4511,Hyundai,Hyundai i10,2010.0,265000.0,2010.0,Petrol,82000.0,1197.0,Manual,2010.0,20.36,Power,170.0
4512,Maruti,Maruti Swift,2013.0,443000.0,2013.0,Diesel,70607.0,1248.0,Manual,2013.0,22.9,Power,158.0
4513,Hyundai,Hyundai Verna,2016.0,721000.0,2017.0,Petrol,71144.0,1591.0,Automatic,2016.0,17.01,Power,196.0
4514,Hyundai,Hyundai Verna,2022.0,1550000.0,2023.0,Petrol,2373.0,1497.0,Automatic,2022.0,18.45,Electric,191.0
4515,Hyundai,Hyundai i20,2021.0,1092000.0,2021.0,Petrol,56753.0,998.0,Automatic,2021.0,20.28,Electric,165.0
4516,Maruti,Maruti Vitara Brezza,2018.0,890000.0,2018.0,Diesel,72000.0,1248.0,Manual,2018.0,24.3,Power,172.0
4517,Maruti,Maruti Baleno,2018.0,550000.0,2019.0,Petrol,64487.0,1197.0,Manual,2018.0,21.4,Power,180.0
4518,Maruti,Maruti Baleno,2017.0,609000.0,2017.0,Petrol,95783.0,1197.0,Manual,2017.0,21.4,Power,180.0
4519,Tata,Tata Hexa,2019.0,1450000.0,2019.0,Diesel,60000.0,2179.0,Automatic,2019.0,17.6,Power,150.0
4520,Maruti,Maruti XL6,2021.0,1100000.0,2021.0,Petrol,59108.0,1462.0,Manual,2021.0,19.01,Power,165.0
4521,Mercedes-Benz,Mercedes-Benz C-Class,2019.0,3800000.0,2019.0,Diesel,50000.0,1950.0,Automatic,2019.0,12.6,Power,240.0
4522,Nissan,Nissan Kicks,2020.0,1199000.0,2020.0,Petrol,31500.0,1330.0,Manual,2020.0,14.23,Power,165.0
4523,Mahindra,Mahindra XUV500,2015.0,844999.9999999999,2015.0,Diesel,128193.0,2179.0,Manual,2015.0,15.1,Power,175.0
4524,Hyundai,Hyundai Verna,2018.0,1013000.0000000001,2018.0,Diesel,87810.0,1582.0,Manual,2018.0,22.0,Power,190.0
4525,Hyundai,Hyundai Creta,2017.0,1008000.0,2017.0,Petrol,64951.0,1591.0,Manual,2017.0,13.0,Power,165.0
4526,Hyundai,Hyundai Santro Xing,2012.0,260000.0,2012.0,Petrol,50000.0,1086.0,Manual,2012.0,17.92,Power,166.0
4527,Hyundai,Hyundai Creta,2017.0,1124000.0,2018.0,Diesel,97161.0,1582.0,Manual,2017.0,19.67,Power,190.0
4528,Volkswagen,Volkswagen Ameo,2017.0,609000.0,2017.0,Petrol,67805.0,1198.0,Manual,2017.0,17.0,Power,165.0
4529,Audi,Audi Q3,2014.0,1450000.0,2014.0,Diesel,158000.0,1968.0,Automatic,2014.0,15.73,Power,212.0
4530,Maruti,Maruti Alto K10,2014.0,272000.0,2014.0,Petrol,70435.0,998.0,Manual,2014.0,24.39,Power,145.0
4531,MG,MG Hector,2020.0,1500000.0,2021.0,Diesel,49287.0,1956.0,Manual,2020.0,17.41,Power,165.0
4532,Hyundai,Hyundai Santro,2018.0,522000.0,2019.0,Petrol,84759.0,1086.0,Automatic,2018.0,20.3,Power,165.0
4533,Maruti,Maruti Baleno,2017.0,623000.0,2017.0,Petrol,74538.0,1197.0,Manual,2017.0,21.4,Power,180.0
4534,Mahindra,Mahindra Scorpio,2010.0,585000.0,2010.0,Diesel,53000.0,2179.0,Manual,2010.0,12.05,Power,152.0
4535,Maruti,Maruti Alto 800,2017.0,298000.0,2017.0,Petrol,79024.0,796.0,Manual,2017.0,22.05,Power,140.0
4536,Maruti,Maruti Celerio,2016.0,400000.0,2016.0,Diesel,80000.0,793.0,Manual,2016.0,27.62,Power,130.0
4537,Mercedes-Benz,Mercedes-Benz E-Class,2019.0,4980000.0,2019.0,Diesel,56000.0,1950.0,Automatic,2019.0,16.1,Electric,240.0
4538,Hyundai,Hyundai Creta,2018.0,1080000.0,2018.0,Diesel,62125.0,1582.0,Manual,2018.0,19.67,Power,190.0
4539,Toyota,Toyota Etios Cross,2014.0,520000.0,2015.0,Diesel,95596.0,1364.0,Manual,2014.0,23.59,Power,160.0
4540,Hyundai,Hyundai Grand i10,2019.0,680000.0,2019.0,Petrol,18500.0,1197.0,Manual,2019.0,18.9,Power,165.0
4541,Maruti,Maruti Swift,2016.0,500000.0,2016.0,Diesel,144000.0,1248.0,Manual,2016.0,28.4,Power,158.0
4542,Honda,Honda City,2021.0,1199000.0,2021.0,Petrol,55200.0,1498.0,Manual,2021.0,18.6,Electric,178.55
4543,Hyundai,Hyundai i20,2016.0,498000.00000000006,2017.0,Diesel,188058.0,1396.0,Manual,2016.0,22.54,Power,180.0
4544,Hyundai,Hyundai i20,2016.0,633000.0,2017.0,Petrol,71779.0,1197.0,Manual,2016.0,18.6,Power,170.0
4545,Honda,Honda City,2015.0,562000.0,2015.0,Petrol,101176.0,1497.0,Manual,2015.0,17.4,Power,195.0
4546,Maruti,Maruti Celerio,2016.0,475000.0,2016.0,Diesel,75000.0,793.0,Manual,2016.0,27.62,Power,130.0
4547,Honda,Honda Jazz,2017.0,601000.0,2017.0,Petrol,66676.0,1199.0,Manual,2017.0,18.7,Power,172.0
4548,Maruti,Maruti Alto 800,2018.0,352000.0,2018.0,Petrol,2236.0,796.0,Manual,2018.0,22.05,Power,140.0
4549,Mahindra,Mahindra Alturas G4,2019.0,2395000.0,2019.0,Diesel,62000.0,2157.0,Automatic,2019.0,12.05,Power,165.0
4550,Hyundai,Hyundai i10,2012.0,300000.0,2012.0,Petrol,74754.0,1086.0,Manual,2012.0,19.81,Power,165.0
4551,Maruti,Maruti Baleno,2018.0,720000.0,2018.0,Petrol,66244.0,1197.0,Manual,2018.0,21.01,Electric,180.0
4552,Renault,Renault KWID,2022.0,541000.0,2022.0,Petrol,17341.0,999.0,Manual,2022.0,21.46,Electric,155.8
4553,Hyundai,Hyundai Grand i10,2018.0,513999.99999999994,2018.0,Petrol,44675.0,1197.0,Manual,2018.0,18.9,Power,165.0
4555,Maruti,Maruti Baleno,2022.0,780000.0,2022.0,Petrol,30829.0,1197.0,Manual,2022.0,22.35,Electric,180.0
4556,Tata,Tata Zest,2015.0,400000.0,2015.0,Petrol,100000.0,1193.0,Manual,2015.0,17.6,Power,163.0
4557,Maruti,Maruti Ciaz,2019.0,994999.9999999999,2019.0,Diesel,53800.0,1498.0,Manual,2019.0,26.82,Power,165.0
4558,Hyundai,Hyundai Creta,2017.0,940000.0,2017.0,Diesel,122000.0,1396.0,Manual,2017.0,22.1,Power,165.0
4559,Mahindra,Mahindra XUV500,2017.0,1490000.0,2018.0,Diesel,107220.0,2179.0,Manual,2017.0,16.0,Power,185.0
4560,Honda,Honda City,2015.0,580000.0,2015.0,Diesel,129000.0,1498.0,Manual,2015.0,26.0,Power,190.0
4561,Mercedes-Benz,Mercedes-Benz GLS,2017.0,6695000.0,2018.0,Diesel,60000.0,2987.0,Automatic,2017.0,11.0,Power,222.0
4562,Datsun,Datsun RediGO,2018.0,375000.0,2019.0,Petrol,83829.0,999.0,Manual,2018.0,22.5,Power,165.0
4563,Audi,Audi Q5,2017.0,3000000.0,2017.0,Diesel,70000.0,1968.0,Automatic,2017.0,14.16,Power,200.0
4564,Honda,Honda Brio,2013.0,314000.0,2013.0,Petrol,52996.0,1198.0,Manual,2013.0,19.4,Power,164.0
4565,Renault,Renault KWID,2021.0,556000.0,2021.0,Petrol,16105.0,999.0,Automatic,2021.0,22.0,Electric,155.8
4566,Mercedes-Benz,Mercedes-Benz C-Class,2016.0,2850000.0,2017.0,Diesel,151901.0,2148.0,Manual,2016.0,15.8,Power,228.0
4567,Maruti,Maruti Baleno,2021.0,787000.0,2021.0,Petrol,15680.0,1197.0,Manual,2021.0,21.01,Electric,180.0
4568,Maruti,Maruti Swift,2019.0,595000.0,2019.0,Petrol,55065.0,1197.0,Automatic,2019.0,22.56,Electric,160.0
4569,Toyota,Toyota Etios Liva,2016.0,400000.0,2016.0,Diesel,120000.0,1364.0,Manual,2016.0,23.59,Power,180.0
4570,Tata,Tata Tiago,2021.0,771000.0,2021.0,Petrol,15518.0,1199.0,Automatic,2021.0,19.0,Electric,121.92
4571,Honda,Honda Amaze,2018.0,790000.0,2018.0,Diesel,39907.0,1498.0,Automatic,2018.0,21.0,Electric,170.0
4572,Hyundai,Hyundai i20,2017.0,655000.0,2017.0,Petrol,45560.0,1197.0,Manual,2017.0,18.6,Power,170.0
4573,Hyundai,Hyundai i10,2012.0,336000.0,2012.0,Petrol,42096.0,1197.0,Manual,2012.0,20.36,Power,165.0
4574,Mercedes-Benz,Mercedes-Benz CLA,2015.0,1775000.0,2016.0,Diesel,70500.0,2143.0,Automatic,2015.0,17.9,Power,220.0
4575,Honda,Honda City,2018.0,832000.0,2018.0,Petrol,63886.0,1497.0,Manual,2018.0,17.4,Power,189.0
4576,Tata,Tata Hexa,2017.0,1025000.0,2017.0,Diesel,95600.0,2179.0,Manual,2017.0,17.6,Power,150.0
4577,Mercedes-Benz,Mercedes-Benz E-Class,2013.0,1995000.0,2013.0,Diesel,101000.0,2143.0,Automatic,2013.0,13.0,Power,242.0
4578,Mercedes-Benz,Mercedes-Benz E-Class,2015.0,2650000.0,2015.0,Diesel,61000.0,2143.0,Automatic,2015.0,13.0,Power,242.0
4579,BMW,BMW X1,2016.0,2450000.0,2017.0,Diesel,95000.0,1995.0,Automatic,2016.0,17.05,Power,205.0
4580,Audi,Audi Q3,2017.0,2550000.0,2017.0,Diesel,97000.0,1968.0,Automatic,2017.0,15.73,Power,212.0
4581,Maruti,Maruti Swift,2016.0,595000.0,2016.0,Diesel,61000.0,1248.0,Manual,2016.0,25.2,Power,155.0
4582,Hyundai,Hyundai Grand i10,2017.0,625000.0,2017.0,Petrol,18000.0,1197.0,Automatic,2017.0,18.9,Power,165.0
4583,Hyundai,Hyundai Grand i10,2016.0,599000.0,2016.0,Petrol,63000.0,1197.0,Automatic,2016.0,18.9,Power,163.0
4584,Maruti,Maruti Baleno,2018.0,615000.0,2018.0,Petrol,52617.0,1197.0,Manual,2018.0,21.4,Power,180.0
4585,Maruti,Maruti Celerio,2019.0,513999.99999999994,2019.0,Petrol,51865.0,998.0,Manual,2019.0,25.24,Electric,150.0
4586,Audi,Audi Q3,2017.0,2375000.0,2017.0,Diesel,93000.0,1968.0,Manual,2017.0,17.32,Power,202.0
4587,Maruti,Maruti Swift,2015.0,458000.0,2015.0,Petrol,110410.0,1197.0,Manual,2015.0,22.38,Electric,160.0
4588,Maruti,Maruti Ciaz,2017.0,700000.0,2017.0,Petrol,55846.0,1373.0,Automatic,2017.0,19.12,Power,190.0
4589,Renault,Renault KWID,2020.0,515000.00000000006,2020.0,Petrol,47000.0,999.0,Manual,2020.0,21.46,Electric,155.8
4590,Ford,Ford Ecosport,2018.0,822000.0000000001,2019.0,Petrol,39914.0,1497.0,Manual,2018.0,17.0,Power,182.0
4591,Hyundai,Hyundai Santro Xing,2010.0,265000.0,2010.0,Petrol,73000.0,1086.0,Manual,2010.0,17.92,Power,166.0
4592,Hyundai,Hyundai i20,2016.0,579000.0,2017.0,Petrol,88048.0,1197.0,Manual,2016.0,18.6,Power,170.0
4593,Hyundai,Hyundai i10,2013.0,318000.0,2013.0,Petrol,92278.0,1197.0,Manual,2013.0,20.36,Power,165.0
4594,Toyota,Toyota Qualis,2003.0,434999.99999999994,2003.0,Diesel,260000.0,2446.0,Manual,2003.0,12.99,Power,130.0
4595,Honda,Honda City,2016.0,643000.0,2017.0,Petrol,92960.0,1497.0,Manual,2016.0,17.8,Power,195.0
4596,Tata,Tata Altroz,2020.0,750000.0,2020.0,Petrol,63000.0,1199.0,Manual,2020.0,19.33,Electric,121.92
4597,Renault,Renault Kiger,2021.0,825000.0,2021.0,Petrol,20000.0,999.0,Automatic,2021.0,19.03,Electric,165.0
4598,Jeep,Jeep Compass,2022.0,2675000.0,2022.0,Petrol,7000.0,1368.0,Automatic,2022.0,14.1,Power,186.69
4599,Maruti,Maruti S-Presso,2022.0,610000.0,2022.0,Petrol,4600.0,998.0,Automatic,2022.0,25.3,Power,190.0
4600,Honda,Honda City,2021.0,1090000.0,2021.0,Petrol,22800.0,1497.0,Manual,2021.0,17.4,Power,189.0
4601,Ford,Ford Fiesta,2006.0,100000.0,2006.0,Diesel,150000.0,1399.0,Manual,2006.0,17.8,Power,156.0
4602,Maruti,Maruti Swift Dzire Tour,2020.0,625000.0,2020.0,Petrol,10000.0,1197.0,Manual,2020.0,19.95,Power,165.0
4603,Ford,Ford Figo,2010.0,185000.0,2010.0,Petrol,70000.0,1196.0,Manual,2010.0,15.6,Power,148.0
4604,Maruti,Maruti Alto 800,2020.0,357000.0,2020.0,Petrol,44790.0,796.0,Manual,2020.0,22.05,Power,140.0
4605,Maruti,Maruti S-Presso,2022.0,547000.0,2023.0,Petrol,14213.0,998.0,Manual,2022.0,21.7,Power,190.0
4606,Maruti,Maruti Vitara Brezza,2018.0,800000.0,2018.0,Diesel,102000.0,1248.0,Manual,2018.0,24.3,Power,172.0
4607,Hyundai,Hyundai i10,2012.0,311000.0,2012.0,Petrol,40724.0,1197.0,Manual,2012.0,20.36,Power,165.0
4608,Maruti,Maruti Baleno,2017.0,570000.0,2017.0,Petrol,55724.0,1197.0,Manual,2017.0,21.4,Power,180.0
4609,Maruti,Maruti Swift Dzire,2010.0,300000.0,2010.0,Petrol,100000.0,1298.0,Manual,2010.0,17.5,Power,156.0
4610,Maruti,Maruti Alto 800,2017.0,332000.0,2017.0,Petrol,85396.0,796.0,Manual,2017.0,22.05,Power,140.0
4611,Maruti,Maruti Baleno,2016.0,509999.99999999994,2016.0,Petrol,50000.0,1197.0,Manual,2016.0,21.4,Power,180.0
4612,Maruti,Maruti Alto 800,2016.0,325000.0,2016.0,Petrol,27136.0,796.0,Manual,2016.0,24.7,Power,140.0
4613,Ford,Ford Freestyle,2019.0,644000.0,2019.0,Petrol,44591.0,1194.0,Manual,2019.0,19.0,Power,144.93
4614,Mercedes-Benz,Mercedes-Benz C-Class,2021.0,8200000.0,2021.0,Petrol,6000.0,2996.0,Automatic,2021.0,11.9,Power,250.0
4615,Maruti,Maruti Ignis,2018.0,528000.0,2018.0,Petrol,20034.0,1197.0,Manual,2018.0,20.89,Electrical,165.0
4616,Hyundai,Hyundai Santro Xing,2012.0,260000.0,2012.0,Petrol,50000.0,1086.0,Manual,2012.0,17.92,Power,166.0
4617,Kia,Kia Carens,2022.0,1150000.0,2022.0,Petrol,47529.0,1497.0,Manual,2022.0,16.5,Electric,165.0
4618,Maruti,Maruti Baleno,2017.0,740000.0,2017.0,Petrol,46739.0,1197.0,Automatic,2017.0,19.56,Electric,180.0
4619,Hyundai,Hyundai Verna,2012.0,409999.99999999994,2012.0,Diesel,150000.0,1582.0,Manual,2012.0,22.32,Power,190.0
